id,estate_id,block_code,block_code_new,year_planted,seed_variety,area_ha
499,9,M 43A,DBE,2013.0,Topaz,10.7
500,9,M 44,DBE,2013.0,Topaz,2.4
501,9,N 43B,DBE,2013.0,Topaz,26.6
502,9,N 44,DBE,2013.0,Topaz,0.8
503,9,M 39C,DBE,2017.0,Socfin,2.87296713859
504,9,M 40C,DBE,2017.0,Topaz/Socfin,5.5981497472
505,9,M 41C,DBE,2017.0,Socfin,0.4
506,9,-,DBE,0.0,0,0.0
507,9,K 37B,DBE,2009.0,Socfindo,29.2700450061
508,9,K 38B,DBE,2009.0,Socfindo,16.9382019701
509,9,K 39B,DBE,2009.0,Socfindo,8.40068500991
510,9,I 39,DBE,2010.0,Socfindo,30.0
511,9,I 40,DBE,2010.0,Socfindo,28.5
512,9,I 41,DBE,2010.0,Socfindo,29.3
513,9,I 42,DBE,2010.0,Socfindo,19.2
514,9,J 39,DBE,2010.0,Socfindo,29.2
515,9,J 40,DBE,2010.0,Socfindo,29.8
516,9,J 41,DBE,2010.0,Socfindo,30.2
517,9,K 39A,DBE,2010.0,Socfindo,28.1
518,9,I 43,DBE,2011.0,Socfindo,19.2
519,9,J 37,DBE,2011.0,Socfindo,31.4
520,9,J 38,DBE,2011.0,Socfindo,28.6
521,9,K 37A,DBE,2011.0,Socfindo,14.9
522,9,K 38A,DBE,2011.0,Socfindo,24.0
523,9,J 42A,DBE,2013.0,Topaz,14.3
524,9,J 43A,DBE,2013.0,Topaz/Lonsum,9.2
525,9,J 44A,DBE,2013.0,Topaz/Lonsum,3.8
526,9,K 40,DBE,2013.0,Topaz,25.9
527,9,K 41,DBE,2013.0,Topaz,8.2
528,9,I 45B,DBE,2015.0,Topaz,1.88855463897
529,9,J 42B,DBE,2015.0,Topaz,1.5
530,9,J 43B,DBE,2015.0,Topaz,2.7
531,9,J 44B,DBE,2015.0,Topaz,0.4
532,9,G 37,DBE,2013.0,Topaz,30.5
533,9,I 44,DBE,2016.0,Topaz,19.6
534,9,G 38,DBE,2013.0,Topaz,29.3
535,9,I 45A,DBE,2016.0,Topaz/Lonsum,6.7
536,9,G 39,DBE,2013.0,Topaz/Lonsum,29.7
537,9,J 42C,DBE,2016.0,Socfindo,0.8
538,9,G 40,DBE,2016.0,Topaz,29.1
539,9,J 42D,DBE,2017.0,Topaz/Socfin,12.9
540,9,G 41,DBE,2016.0,Topaz,23.60786531003
541,9,J 43C,DBE,2017.0,Socfin,9.8
542,9,G 42,DBE,2016.0,Topaz,5.2
543,9,J 44C,DBE,2017.0,Socfin,0.2
544,9,G 43,DBE,2016.0,Topaz,0.3
545,9,K 41B,DBE,2018.0,Lonsum,0.6
546,9,H 37,DBE,2011.0,Socfindo,31.5
547,9,K 42,DBE,2018.0,Lonsum,0.8
548,9,H 38,DBE,2011.0,Socfindo,28.8
549,9,H 39,DBE,2010.0,Socfindo,31.4
550,9,H 40,DBE,2010.0,Socfindo,27.1
551,9,H 41,DBE,2010.0,Socfindo,28.3
552,9,I 38,DBE,2010.0,Socfindo,29.0
553,9,I 37A,DBE,2011.0,Socfindo,25.1
554,9,I 37B,DBE,2015.0,Topaz,0.4
555,9,E 36A,DBE,2012.0,Topaz,30.5
556,9,C 38,DBE,2013.0,Topaz,24.5
557,9,D 35,DBE,2013.0,Topaz,24.1
558,9,D 36,DBE,2013.0,Topaz/Lonsum,32.8
559,9,D 37,DBE,2013.0,Topaz,31.6
560,9,D 38,DBE,2013.0,Topaz/Lonsum,32.1
561,9,D 39,DBE,2013.0,Topaz/Lonsum,27.5
562,9,E 35,DBE,2013.0,Topaz/Lonsum,28.6
563,9,E 36B,DBE,2015.0,Topaz,0.7
564,9,C 36,DBE,0.0,0,0.0
565,9,C 37,DBE,0.0,0,0.0
566,9,C 39,DBE,2016.0,Topaz,17.700000000000003
567,9,D 40,DBE,2016.0,Topaz,21.7
568,9,D 41,DBE,2016.0,Topaz,18.2
569,9,D 42,DBE,2016.0,Topaz,22.7
570,9,D 43,DBE,2016.0,Topaz,15.0812528149
571,9,D 43B,DBE,2017.0,Topaz,1.0
572,9,E 37A,DBE,2011.0,Socfindo,18.3
573,9,E 37B,DBE,2015.0,Topaz,6.6
574,9,E 38,DBE,2013.0,Topaz/Lonsum,29.6
575,9,E 39,DBE,2013.0,Topaz/Lonsum,27.5
576,9,E 40,DBE,2013.0,Topaz/Lonsum,30.4
577,9,E 41,DBE,2012.0,Topaz,29.0
578,9,E 42,DBE,2016.0,Topaz/Lonsum,30.200000000000003
579,9,E 43,DBE,2016.0,Topaz,12.4
580,9,E 43B,DBE,2017.0,Topaz,1.13882709099
581,9,E 44,DBE,2016.0,Topaz,4.8
582,9,F 35,DBE,2011.0,Socfindo/Lonsum,29.0
583,9,F 36,DBE,2011.0,Socfindo,31.0
584,9,F 37,DBE,2011.0,Socfindo,28.6
585,9,F 38,DBE,2013.0,Topaz,29.8
586,9,F 39,DBE,2013.0,Topaz/Lonsum,28.4
587,9,F 40,DBE,2013.0,Topaz/Lonsum,30.6
588,9,F 41,DBE,2013.0,Topaz/Lonsum,29.4
589,9,F 42,DBE,2013.0,Topaz/Lonsum,28.7
590,9,F 43,DBE,2016.0,Topaz,23.700000000000003
591,9,F 44,DBE,2016.0,Topaz,24.5
592,9,F 45,DBE,2016.0,Topaz,17.1
