id,block_code,column_59,column_60,nomor_1,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,created_at_gabungan,data_source_gabungan,preprocessing_version,number_col,0_6780462184873949,3808,2010,126_93333333333334,2_938799863291047,34496,101_37684008408796,3_0142610659229665,42662,128_5944055944056,0_07546120263191947,8166,27_21756551031764,3_980585584165905,63458,252_6,3_641010119006645,55264,201_21678321678323,0_33957546515925996,8194,51_38321678321677,4_316289710148346,84802,366_03,4_612661823142521,59996
1,A001A,A001A,2012.0,9.0,141.91,15.721321532405218,11142.5,175.17482517482514,-8.439404455229521,8345.5,-33.26482517482515,9.589162240320857,14143.049893320203,135.62,16.461478661356495,10641.5,175.17482517482514,-6.872316421035638,3501.5498933202034,-39.55482517482514,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,9.0,0.2145708582834331,1002.0,2012.0,130.1298701298701, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.3299159319253637,4877.0,16.24,2.4975024975024973,11018.0,27.51748251748252,0.8324134344228664,-6141.0,-11.277482517482518,3.307174109313147,14399.0,47.62,3.3392731465536603,16812.0
2,A002A,A002A,2012.0,10.0,326.33,15.749142192298963,34256.5,539.5104895104895,-8.31040413125358,9612.5,-213.1804895104895,9.287560488556212,40305.52484274507,374.34,16.491983111268727,32713.5,539.5104895104895,-7.204422622712514,7592.024842745071,-165.17048951048952,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,10.0,0.1801685029163966,3086.0,2012.0,136.54867256637166, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.097008371875183,17081.0,52.9,2.4975024975024978,35420.0,88.46153846153847,0.5995058743726851,-18339.0,-35.56153846153847,3.504489983882109,30401.0,106.54,3.365486347132472,52414.0
3,C007A,C007A,2010.0,2.0,526.61,15.303189617221664,34859.5,533.4615384615386,-7.500866447754748,32634.5,-6.851538461538553,9.758721953405091,56599.6246882793,552.34,16.417830957410928,32497.5,533.5384615384617,-6.6591090040058365,24102.1246882793,18.80153846153837,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,2.0,0.993288590604027,3129.0,2010.0,123.18897637795276,2.950859099618013,19942.0,58.84603216458241,2.5236645023259965,14434.0,36.42657342657344,0.42719459729201636,5508.0,22.419458738008977,3.8345489276721367,46068.0,176.65,3.067602481736499,32772.0,100.53146853146856,0.7669464459356377,13296.0,76.11853146853146,4.144848266096566,72034.0,298.57,3.736452790237651,40160.0
4,A003A,A003A,2012.0,11.0,480.97,15.68756611605911,41891.0,657.1678321678322,-8.47964740127671,24837.0,-176.1978321678322,9.02226004662589,58938.66916403785,531.76,16.44831697267654,39953.5,657.1678321678322,-7.42605692605065,18985.16916403785,-125.40783216783224,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,11.0,0.2009984235417761,3806.0,2012.0,128.14814814814815, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.040819699223269,18153.0,55.2,2.4975024975024978,42574.0,106.32867132867132,0.5433172017207712,-24421.0,-51.12867132867133,3.0775207565599607,45046.0,138.63,3.366678144946893,62914.0
5,C008A,C008A,2010.0,3.0,634.84,16.650500704342605,34397.0,572.7272727272726,-8.836219737835545,46844.0,62.1127272727274,9.514117539616096,61214.29523809524,582.4,17.94503626274551,31308.5,561.8321678321678,-8.430918723129414,29905.79523809524,20.5678321678322,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,3.0,0.7694584196507843,3379.0,2010.0,116.1168384879725,3.1302778156271067,21779.0,68.17432054654276,2.924263160675542,32824.0,95.986013986014,0.20601465495156468,-11045.0,-27.811693439471227,3.7657550272608877,45303.0,170.6,3.499749880842938,47390.0,165.85314685314685,0.2660051464179496,-2087.0,4.746853146853141,3.9858504617217756,67140.0,267.61,4.370695397207974,52956.0
6,A003B,A003B,2019.0,44.0,25.52,4.370629370629371,7936.0,34.68531468531469,-0.0539852569622532,-2024.0,-9.165314685314687,5.860828978608334,4366.27652733119,25.59,6.118881118881119,7936.0,48.55944055944056,-0.2580521402727855,-3569.7234726688102,-22.96944055944056,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,44.0,0.4426966292134831,890.0,2019.0,148.33333333333334, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
7,B003A,B003A,2011.0,4.0,348.64,16.025190442848704,30716.5,492.2377622377622,-8.129726529992304,13440.5,-143.5977622377622,9.528043671871254,38993.31413612566,371.53,17.04749654221881,28895.0,492.5874125874125,-7.519452870347555,10098.314136125657,-121.05741258741256,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,4.0,0.6467107553080403,2873.0,2011.0,128.83408071748875,2.557389358749006,4817.0,12.318944541093964,2.4975024975024973,14210.0,35.48951048951049,0.05988686124650888,-9393.0,-23.170565948416524,3.4851132983779474,32613.0,113.66,2.9412384756156027,41132.0,120.97902097902096,0.5438748227623447,-8519.0,-7.319020979020962,3.538364382696558,47505.0,168.09,3.7670759904779865,47090.0
8,A004A,A004A,2012.0,12.0,265.97,15.68000907685843,26502.5,415.5594405594406,-8.695319352863578,11576.5,-149.58944055944056,8.823030081833053,35314.39846743295,311.58,16.416190272554342,25314.0,415.5594405594406,-7.593160190721289,10000.398467432948,-103.9794405594406,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,12.0,0.2934827729348277,2409.0,2012.0,128.13829787234042, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.1587776238057033,13711.0,43.31,2.4975024975024978,23828.0,59.51048951048951,0.6612751263032055,-10117.0,-16.20048951048951,3.5216804553188994,34086.0,120.04,3.270717458984853,39582.0
9,B004A,B004A,2011.0,5.0,440.4,16.08767695449125,39512.5,635.6643356643356,-8.57129246514117,19079.5,-195.2643356643356,9.457080256009164,47619.34844677325,450.34,17.281940505256255,36782.0,635.6643356643356,-7.82486024924709,10837.348446773249,-185.3243356643356,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,5.0,0.5074224021592443,3705.0,2011.0,124.74747474747474,2.6322947838076756,6492.0,17.08885773647943,2.4975024975024973,25550.0,63.81118881118881,0.13479228630517825,-19058.0,-46.72233107470939,3.3887747519342573,45754.0,155.05,3.2021875483331357,46570.0,149.12587412587413,0.18658720360112158,-816.0,5.9241258741258775,3.3897410140504065,77649.0,263.21,3.7422987367906124,58096.0
10,A004B,A004B,2017.0,30.0,71.17,8.39160839160839,24195.0,203.03496503496496,-3.329010582531708,-10137.0,-131.864965034965,7.282627740127661,13171.070034443168,95.92,11.488511488511486,22582.0,259.4335664335664,-4.205883748383825,-9410.929965556832,-163.51356643356638,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,30.0,0.0943290286355979,1781.0,2017.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
11,B005A,B005A,2011.0,6.0,507.06,16.20084008003576,31952.5,517.6573426573426,-8.562093469610934,34427.5,-10.597342657342608,9.26453390084421,54094.464477520334,501.16,17.607392607392605,29400.0,517.6573426573426,-8.342858706548395,24694.46447752033,-16.497342657342585,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,6.0,0.3365676167374166,3298.0,2011.0,109.56810631229236,2.7308644271033513,8686.0,23.72028841381971,2.4975024975024978,30016.0,74.96503496503497,0.23336192960085356,-21330.0,-51.24474655121527,3.551003722271231,46477.0,165.04,3.496503496503497,38592.0,134.93706293706296,0.054500225767733834,7885.0,30.10293706293703,4.070217325643275,69527.0,282.99,3.9420361123521963,44482.0
12,A004C,A004C,2019.0,45.0,1.76,3.7029391272933694,542.0,2.006993006993006,0.8803942060399628,-158.0,-0.2469930069930066,6.395691112920399,231.40579710144928,1.48,4.821791112113693,496.0,2.391608391608392,1.573900000806706,-264.59420289855075,-0.9116083916083916,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,45.0,0.7894736842105263,38.0,2019.0,126.66666666666669, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
13,C005A,C005A,2011.0,7.0,354.01,14.450951299638254,23990.0,346.6783216783217,-6.749891890036131,21979.0,7.331678321678282,9.464280572776651,39842.43673889429,377.08,15.466008863434752,22415.5,346.6783216783217,-6.0017282906581,17426.936738894292,30.40167832167828,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,7.0,0.9466723549488054,2344.0,2011.0,109.02325581395348,2.5753087289297034,8329.0,21.4497464032555,2.4975024975024973,1750.0,4.37062937062937,0.07780623142720611,6579.0,17.07911703262613,3.622409823484267,35181.0,127.44,2.731302398454469,9614.0,26.25874125874126,0.8911074250297983,25567.0,101.18125874125874,3.8511447227043556,48396.0,186.38,3.3658962371312757,15206.0
14,A004D,A004D,2020.0,54.0,2.67,3.4965034965034967,1584.0,5.538461538461539,0.4826321219763843,-913.0,-2.86846153846154,6.119131934985925,478.82608695652175,2.93,4.370629370629371,1408.0,6.153846153846154,1.7485025643565546,-929.1739130434784,-3.223846153846154,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,54.0,0.45,160.0,2020.0,133.33333333333334, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
15,C009A,C009A,2011.0,8.0,541.28,15.929231930080498,37710.5,600.6993006993006,-8.527011045008564,35413.5,-59.41930069930061,9.295492451138353,63045.610878661086,586.04,17.040873198941878,35250.5,600.6993006993006,-7.745380747803527,27795.11087866109,-14.659300699300616,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,8.0,0.5782892867291843,3519.0,2011.0,118.48484848484848,2.5551833031974414,7211.0,18.42542679935675,2.4975024975024978,20776.0,51.88811188811189,0.057680805694943604,-13565.0,-33.46268508875514,3.5027217711279386,32883.0,115.18,3.2214272624451126,36862.0,118.74825174825176,0.281294508682826,-3979.0,-3.56825174825174,3.7282780410742498,65832.0,245.44,3.5874147077906935,52768.0
16,A004E,A004E,2022.0,65.0,0.0,13.04847477674912,0.0,0.0,-5.561648410193306,0.0,0.0,5.870463263499558,294.695652173913,1.73,2.4975024975024978,1666.0,4.160839160839161,3.3729607659970604,-1371.304347826087,-2.430839160839161,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,65.0,0.0,119.0,2022.0,148.75, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
17,A005A,A005A,2021.0,60.0,32.79,2.4975024975024973,19754.0,49.33566433566433,0.9213276557661922,-10163.0,-16.545664335664334,5.310741602436718,7240.043458781362,38.45,3.496503496503496,25398.0,88.8041958041958,1.814238105933221,-18157.95654121864,-50.3541958041958,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,60.0,0.3375586854460093,2130.0,2021.0,142.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
18,A005B,A005B,2022.0,66.0,0.0,13.04847477674912,0.0,0.0,-5.561648410193306,0.0,0.0,3.769991385990401,6445.638069705094,24.3,2.4975024975024978,16324.0,40.76923076923077,1.272488888487903,-9878.361930294906,-16.469230769230773,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,66.0,0.5082243778996205,2371.0,2022.0,141.97604790419163, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
19,A005C,A005C,2023.0,70.0,0.0,13.04847477674912,0.0,0.0,-5.561648410193306,0.0,0.0,8.489968671245864,0.0,0.0,13.869218413812163,0.0,0.0,-5.371838138107516,0.0,0.0,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,70.0,0.1015625,128.0,2023.0,142.22222222222223, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
20,A006A,A006A,2023.0,71.0,0.0,13.04847477674912,0.0,0.0,-5.561648410193306,0.0,0.0,8.489968671245864,0.0,0.0,13.869218413812163,0.0,0.0,-5.371838138107516,0.0,0.0,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,71.0,0.1173708920187793,639.0,2023.0,142.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
21,B001A,B001A,2012.0,13.0,127.8,15.641343442173316,12652.5,197.9020979020979,-8.200728630808621,4523.5,-70.1020979020979,9.144256530199591,15610.891878257944,142.75,16.373813585578777,12086.5,197.9020979020979,-7.229557055379184,3524.391878257944,-55.15209790209789,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,13.0,0.2970890410958904,1168.0,2012.0,124.25531914893617, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.2490869247626004,6845.0,22.24,2.4975024975024973,11494.0,28.706293706293707,0.7515844272601031,-4649.0,-6.466293706293708,3.3275517011340896,14990.0,49.88,3.323556479330875,17872.0
22,A007A,A007A,2023.0,72.0,0.0,13.04847477674912,0.0,0.0,-5.561648410193306,0.0,0.0,8.489968671245864,0.0,0.0,13.869218413812163,0.0,0.0,-5.371838138107516,0.0,0.0,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,72.0,0.2529411764705882,170.0,2023.0,141.66666666666669, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
23,B002A,B002A,2012.0,14.0,89.93,14.71079747560896,10304.5,151.58741258741256,-7.305494445305931,1839.5,-61.65741258741255,9.11885601514056,12355.71652989449,112.67,15.605836916227386,9821.5,153.27272727272725,-6.486980901086826,2534.216529894489,-40.60272727272725,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,14.0,0.5659526493799323,887.0,2012.0,118.26666666666668, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.642774899251583,6948.0,25.31,2.4975024975024973,5390.0,13.461538461538462,1.1452724017490858,1558.0,11.848461538461535,3.556493767591476,14922.0,53.07,3.1064994119181315,11368.0
24,A010A,A010A,2018.0,34.0,12.97,6.118881118881119,1744.0,10.671328671328672,-1.3240567196204909,961.0,2.298671328671329,5.262290481226268,3627.697875688434,19.09,6.326212524067114,2517.0,15.923076923076923,-1.0639220428408462,1110.697875688434,3.1669230769230747,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,34.0,0.7620087336244541,458.0,2018.0,134.7058823529412, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
25,B006A,B006A,2012.0,15.0,318.21,15.091044494875089,33363.0,503.4825174825175,-7.930281184195038,11075.0,-185.27251748251751,9.562168324677415,37043.89924676941,354.22,15.852604868709548,31792.0,503.986013986014,-6.290436544032131,5251.899246769404,-149.76601398601397,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,15.0,0.3965287049399199,2996.0,2012.0,122.2857142857143, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.411764705882353,19295.0,65.83,2.4975024975024973,25312.0,63.21678321678321,0.9142622083798555,-6017.0,2.613216783216785,3.3956522797536453,41079.0,139.49,3.253794683961242,42988.0
26,A010B,A010B,2021.0,61.0,8.06,2.497502497502497,5096.0,12.727272727272725,0.9916749916749924,-2786.0,-4.667272727272724,3.961986240129505,3601.7288135593217,14.27,3.496503496503496,6552.0,22.909090909090907,0.4654827436260089,-2950.2711864406783,-8.639090909090907,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,61.0,0.09,400.0,2021.0,142.85714285714283, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
27,B007A,B007A,2012.0,16.0,285.67,14.984542197036276,22186.5,332.4545454545454,-7.893669210713145,18100.5,-46.784545454545366,9.250731981082604,33382.22322638951,308.81,15.802709687007203,21175.0,334.62237762237754,-6.551977705924598,12207.223226389511,-25.81237762237754,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,16.0,0.5626808100289297,2074.0,2012.0,115.86592178770948, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.397721644378405,12114.0,41.16,2.4975024975024973,12698.0,31.71328671328671,0.9002191468759078,-584.0,9.446713286713289,3.1912560039332853,26441.0,84.38,3.278767601434779,20876.0
28,A011A,A011A,2016.0,23.0,27.04,9.638367540878615,6770.0,65.25174825174824,-3.864291094156431,-2087.0,-38.21174825174824,6.559248739810598,6244.61758118701,40.96,11.506970073599412,6251.0,71.93006993006992,-4.947721333788814,-6.382418812990181,-30.97006993006992,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,23.0,0.3192307692307692,520.0,2016.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
29,C010A,C010A,2012.0,17.0,532.72,15.806985845768128,39451.0,623.6013986013985,-8.657245545938578,35058.0,-90.88139860139847,8.904147724048714,65710.94933878243,585.1,16.55542307297799,37667.5,623.6013986013985,-7.651275348929277,28043.44933878244,-38.50139860139848,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,17.0,0.1377147532042541,3667.0,2012.0,116.78343949044586, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.2533815234653085,18261.0,59.41,2.4975024975024973,44268.0,110.55944055944056,0.7558790259628112,-26007.0,-51.14944055944056,2.9821838564447236,77963.0,232.5,3.4106969735904595,62264.0
30,A011B,A011B,2018.0,35.0,17.08,6.083895351609552,6746.0,41.04195804195804,-1.4564231218615165,-3055.0,-23.96195804195804,6.18898613094356,3717.894904458599,23.01,8.340709922988404,6320.0,52.71328671328671,-2.1517237920448444,-2602.105095541401,-29.70328671328671,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,35.0,0.5011990407673861,834.0,2018.0,139.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
31,C011A,C011A,2012.0,18.0,537.15,15.732505352765504,36248.5,570.2797202797203,-8.66725221901039,39778.5,-33.129720279720345,8.926918782974841,61647.25067842605,550.32,16.473740746146323,34617.5,570.2797202797203,-7.546821963171482,27029.750678426048,-19.95972027972028,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,18.0,0.2287170263788968,3336.0,2012.0,115.4325259515571, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,3.2045880149812733,17088.0,54.76,2.4975024975024973,36022.0,89.96503496503495,0.707085517478776,-18934.0,-35.20503496503495,3.1989026445153113,71809.0,229.71,3.33350517652339,55344.0
32,C004A,C004A,2013.0,19.0,46.67,13.695527187271043,8690.5,119.02097902097904,-6.7090002411632605,-2010.5,-72.35097902097903,8.553049811177521,7134.297279580465,61.02,14.333202303127116,8379.0,120.09790209790212,-5.780152491949595,-1244.702720419535,-59.0779020979021,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,19.0,0.3721552878179384,747.0,2013.0,124.5, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,4.318655047428087,12967.0,56.0,2.4975024975024973,6566.0
33,B001B,B001B,2016.0,24.0,23.62,10.219857263559062,7002.0,71.55944055944056,-4.108602412330084,-3137.0,-47.93944055944056,5.72028015150795,7309.082578582846,41.81,11.991385955156296,6514.0,78.1118881118881,-6.2711058036483465,795.0825785828456,-36.3018881118881,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,24.0,0.309328968903437,611.0,2016.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
34,C004B,C004B,2015.0,20.0,12.93,13.036414135315232,2548.0,33.21678321678321,-6.735244544671959,-496.0,-20.286783216783213,8.496259908982399,1127.554959785523,9.58,14.137519235225264,2354.0,33.27972027972027,-5.641259326242864,-1226.445040214477,-23.699720279720275,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,20.0,0.2388663967611336,247.0,2015.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
35,B001C,B001C,2017.0,31.0,2.55,8.391608391608392,570.0,4.783216783216783,-2.9775956527548884,-99.0,-2.2332167832167835,6.182081186149535,425.4230769230769,2.63,11.488511488511486,532.0,6.111888111888111,-5.306430302361951,-106.5769230769231,-3.481888111888111,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,31.0,0.3333333333333333,57.0,2017.0,142.5, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
36,C005B,C005B,2015.0,21.0,68.25,13.448090371167291,11167.0,150.17482517482514,-7.113983642629008,-392.0,-81.92482517482514,8.955316822358437,6084.653517110267,54.49,14.568764568764566,10308.0,150.17482517482514,-5.613447746406129,-4223.346482889733,-95.68482517482514,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,21.0,0.1941838649155722,1066.0,2015.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
37,B001D,B001D,2018.0,36.0,4.15,6.118881118881117,768.0,4.699300699300698,-1.082473351890826,56.0,-0.5493006993006979,5.73398749009492,828.3938547486034,4.75,8.391608391608392,720.0,6.041958041958042,-2.6576209015134715,108.39385474860342,-1.2919580419580416,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,36.0,0.1578947368421052,57.0,2018.0,142.5, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
38,C007B,C007B,2015.0,22.0,30.53,11.826201967047036,6958.0,82.28671328671328,-5.308268576782305,-2274.0,-51.75671328671328,8.309527560433406,3041.0874524714827,25.27,12.9585326953748,6384.0,82.72727272727272,-4.649005134941394,-3342.9125475285173,-57.45727272727272,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,22.0,0.1594746716697936,533.0,2015.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
39,B001E,B001E,2019.0,46.0,5.57,4.37062937062937,1168.0,5.104895104895104,-0.0258555796777315,114.0,0.4651048951048961,5.026682257893059,1412.4624624624623,7.1,6.118881118881119,1168.0,7.146853146853148,-1.0921988609880602,244.4624624624624,-0.0468531468531479,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,46.0,0.6473429951690821,207.0,2019.0,147.85714285714286, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
40,B002B,B002B,2016.0,25.0,10.48,9.039561836764635,5720.0,51.706293706293714,-2.9957325403401835,-3986.0,-41.22629370629372,5.734558031737576,3478.9080325960417,19.95,10.605625717566015,5360.0,56.84615384615385,-4.871067685828439,-1881.0919674039585,-36.89615384615385,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,25.0,0.2590673575129534,386.0,2016.0,142.96296296296296, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
41,B009A,B009A,2016.0,26.0,23.19,11.48851148851149,2982.0,34.25874125874126,-6.035889809696536,1271.0,-11.06874125874126,6.947480182330543,4319.55172413793,30.01,13.448090371167297,2769.0,37.23776223776224,-6.500610188836752,1550.5517241379305,-7.227762237762239,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,26.0,0.5034965034965035,429.0,2016.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
42,B002C,B002C,2018.0,37.0,23.92,6.118881118881117,9792.0,59.9160839160839,-1.24619829142135,-4883.0,-35.9960839160839,6.49687145081321,3686.389700230592,23.95,8.391608391608392,9180.0,77.03496503496503,-1.8947369407951813,-5493.610299769409,-53.08496503496502,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,37.0,0.0526315789473684,646.0,2018.0,143.55555555555554, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
43,B010A,B010A,2016.0,27.0,244.2,11.488511488511486,36568.0,420.1118881118881,-5.592097145882004,4847.0,-175.91188811188806,7.005271726985425,41691.4591442525,292.06,13.448090371167291,33956.0,456.64335664335664,-6.442818644181868,7735.459144252498,-164.58335664335664,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,27.0,0.2301797819039198,3393.0,2016.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
44,B002D,B002D,2020.0,55.0,1.67,3.474161621126477,626.0,2.1748251748251746,0.4552501435794052,-201.0,-0.5048251748251746,4.735222727428122,361.1234567901234,1.71,4.34263245651146,562.0,2.4405594405594404,0.3925902709166626,-200.87654320987656,-0.7305594405594404,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,55.0,0.2093023255813953,43.0,2020.0,143.33333333333334, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
45,B011A,B011A,2016.0,28.0,125.9,11.488511488511486,20860.0,239.65034965034965,-5.681048044625698,819.0,-113.75034965034962,6.58032644933492,23504.91289313354,154.67,13.448090371167291,19370.0,260.48951048951045,-6.867763921832373,4134.91289313354,-105.81951048951046,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,28.0,0.1183431952662722,1690.0,2016.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
46,B002E,B002E,2022.0,67.0,0.0,13.04847477674912,0.0,0.0,-5.561648410193306,0.0,0.0,3.6236598000240936,389.109375,1.41,2.4975024975024973,882.0,2.202797202797203,1.1261573025215963,-492.890625,-0.792797202797203,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,67.0,0.125,72.0,2022.0,144.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
47,C004C,C004C,2016.0,29.0,7.15,7.895699072169661,1836.0,14.496503496503497,-2.495396957366036,-512.0,-7.346503496503496,7.774071431492936,960.886462882096,7.47,10.029116790682629,1686.0,16.90909090909091,-2.255045359189693,-725.113537117904,-9.439090909090911,2026-02-03 10:42:47.941078,data_gabungan.xlsx,1.0,29.0,0.7514792899408285,169.0,2016.0,130.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0
